time pos_x pos_y 
0 0.0 1000.0 
0.001 0.001 1000.1 
0.002 0.002 1000.19999019335 
0.003 0.003 1000.2999705800501 
0.004 0.004 1000.3999411601001 
0.005 0.005 1000.4999019335 
0.006 0.006 1000.5998529002501 
0.007 0.007 1000.6997940603501 
0.008 0.008 1000.7997254138 
0.009000000000000001 0.009000000000000001 1000.8996469606001 
0.010000000000000002 0.010000000000000002 1000.9995587007501 
0.011000000000000003 0.011000000000000003 1001.09946063425 
0.012000000000000004 0.012000000000000004 1001.1993527611 
0.013000000000000005 0.013000000000000005 1001.2992350813 
0.014000000000000005 0.014000000000000005 1001.3991075948501 
0.015000000000000006 0.015000000000000006 1001.4989703017501 
0.016000000000000007 0.016000000000000007 1001.5988232020001 
0.017000000000000008 0.017000000000000008 1001.6986662956001 
0.01800000000000001 0.01800000000000001 1001.7984995825501 
0.01900000000000001 0.01900000000000001 1001.8983230628501 
0.02000000000000001 0.02000000000000001 1001.9981367365001 
0.02100000000000001 0.02100000000000001 1002.0979406035001 
0.022000000000000013 0.022000000000000013 1002.19773466385 
0.023000000000000013 0.023000000000000013 1002.2975189175501 
0.024000000000000014 0.024000000000000014 1002.3972933646 
0.025000000000000015 0.025000000000000015 1002.4970580050001 
0.026000000000000016 0.026000000000000016 1002.5968128387501 
0.027000000000000017 0.027000000000000017 1002.6965578658501 
0.028000000000000018 0.028000000000000018 1002.7962930863001 
0.02900000000000002 0.02900000000000002 1002.8960185001001 
0.03000000000000002 0.03000000000000002 1002.9957341072501 
0.03100000000000002 0.03100000000000002 1003.0954399077501 
0.03200000000000002 0.03200000000000002 1003.1951359016001 
0.03300000000000002 0.03300000000000002 1003.2948220888001 
0.03400000000000002 0.03400000000000002 1003.3944984693501 
0.035000000000000024 0.035000000000000024 1003.4941650432501 
0.036000000000000025 0.036000000000000025 1003.5938218105001 
0.037000000000000026 0.037000000000000026 1003.6934687711001 
0.03800000000000003 0.03800000000000003 1003.7931059250501 
0.03900000000000003 0.03900000000000003 1003.8927332723501 
0.04000000000000003 0.04000000000000003 1003.9923508130001 
0.04100000000000003 0.04100000000000003 1004.0919585470001 
0.04200000000000003 0.04200000000000003 1004.1915564743501 
0.04300000000000003 0.04300000000000003 1004.2911445950501 
0.04400000000000003 0.04400000000000003 1004.3907229091001 
0.04500000000000003 0.04500000000000003 1004.4902914165001 
0.046000000000000034 0.046000000000000034 1004.5898501172501 
0.047000000000000035 0.047000000000000035 1004.6893990113501 
0.048000000000000036 0.048000000000000036 1004.7889380988001 
0.04900000000000004 0.04900000000000004 1004.8884673796001 
0.05000000000000004 0.05000000000000004 1004.9879868537502 
0.05100000000000004 0.05100000000000004 1005.0874965212502 
0.05200000000000004 0.05200000000000004 1005.1869963821001 
0.05300000000000004 0.05300000000000004 1005.2864864363002 
0.05400000000000004 0.05400000000000004 1005.3859666838501 
0.05500000000000004 0.05500000000000004 1005.4854371247501 
0.05600000000000004 0.05600000000000004 1005.5848977590001 
0.057000000000000044 0.057000000000000044 1005.6843485866001 
0.058000000000000045 0.058000000000000045 1005.7837896075501 
0.059000000000000045 0.059000000000000045 1005.8832208218502 
0.060000000000000046 0.060000000000000046 1005.9826422295001 
0.06100000000000005 0.06100000000000005 1006.0820538305002 
0.06200000000000005 0.06200000000000005 1006.1814556248502 
0.06300000000000004 0.06300000000000004 1006.2808476125501 
0.06400000000000004 0.06400000000000004 1006.3802297936002 
0.06500000000000004 0.06500000000000004 1006.4796021680002 
0.06600000000000004 0.06600000000000004 1006.5789647357501 
0.06700000000000005 0.06700000000000005 1006.6783174968501 
0.06800000000000005 0.06800000000000005 1006.7776604513001 
0.06900000000000005 0.06900000000000005 1006.8769935991002 
0.07000000000000005 0.07000000000000005 1006.9763169402502 
0.07100000000000005 0.07100000000000005 1007.0756304747501 
0.07200000000000005 0.07200000000000005 1007.1749342026002 
0.07300000000000005 0.07300000000000005 1007.2742281238002 
0.07400000000000005 0.07400000000000005 1007.3735122383501 
0.07500000000000005 0.07500000000000005 1007.4727865462502 
0.07600000000000005 0.07600000000000005 1007.5720510475002 
0.07700000000000005 0.07700000000000005 1007.6713057421001 
0.07800000000000006 0.07800000000000006 1007.7705506300501 
0.07900000000000006 0.07900000000000006 1007.8697857113501 
0.08000000000000006 0.08000000000000006 1007.9690109860002 
0.08100000000000006 0.08100000000000006 1008.0682264540002 
0.08200000000000006 0.08200000000000006 1008.1674321153502 
0.08300000000000006 0.08300000000000006 1008.2666279700502 
0.08400000000000006 0.08400000000000006 1008.3658140181002 
0.08500000000000006 0.08500000000000006 1008.4649902595002 
0.08600000000000006 0.08600000000000006 1008.5641566942502 
0.08700000000000006 0.08700000000000006 1008.6633133223502 
0.08800000000000006 0.08800000000000006 1008.7624601438001 
0.08900000000000007 0.08900000000000007 1008.8615971586001 
0.09000000000000007 0.09000000000000007 1008.9607243667501 
0.09100000000000007 0.09100000000000007 1009.0598417682502 
0.09200000000000007 0.09200000000000007 1009.1589493631002 
